City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,port alfred,-33.5906,26.891,18.99,92,38,2.24,ZA,1704399285
294,saint-pierre,-21.3393,55.4781,26.21,89,20,1.03,RE,1704399538
295,undurkhaan,47.3194,110.6556,-18.13,94,100,1.52,MN,1704399216
296,bryne,58.7354,5.6477,-5.24,63,0,3.6,NO,1704399538
297,djamaa,33.5339,5.9931,14.88,34,0,4.22,DZ,1704399387
298,kitimat,54.0524,-128.6534,3.71,28,100,3.13,CA,1704399538
299,chita,52.0333,113.55,-28.06,76,100,0.0,RU,1704399539
300,sangkhla buri,15.1555,98.4536,19.23,78,18,0.73,TH,1704399539
301,port lincoln,-34.7333,135.8667,17.58,83,91,6.59,AU,1704399539
302,fauske,67.2588,15.3918,-9.57,61,27,3.36,NO,1704399539
303,sebastopol,44.6,33.5333,11.11,74,100,1.34,UA,1704399407
304,jibou,47.2667,23.25,8.62,80,52,7.91,RO,1704399540
305,aral,40.5156,81.2636,-2.99,39,0,0.83,CN,1704399242
306,labytnangi,66.6572,66.4183,-25.09,97,95,2.39,RU,1704399540
307,sonoita,31.85,-112.8333,13.94,37,2,6.41,MX,1704399540
308,port hedland,-20.3167,118.5667,25.03,88,1,4.63,AU,1704399330
309,piney green,34.716,-77.3202,10.01,49,75,6.69,US,1704399541
310,zheleznogorsk,52.331,35.3711,-15.96,95,97,4.46,RU,1704399541
311,guangyuan,32.442,105.823,8.59,64,100,1.84,CN,1704399541
312,susuman,62.7833,148.1667,-42.46,100,98,0.18,RU,1704399210
313,ihsaniye,40.6909,29.8347,15.24,69,64,1.98,TR,1704399541
314,altai,46.3722,96.2583,-18.77,72,1,0.61,MN,1704399542
315,linden,6.0,-58.3,32.35,40,94,3.7,GY,1704399542
316,polyarnyy,69.1989,33.4478,-21.12,91,8,7.44,RU,1704399296
317,loei,17.4167,101.5,15.07,82,17,0.4,TH,1704399542
318,mocimboa,-11.3167,40.35,24.19,93,100,1.4,MZ,1704399542
319,gamay,12.3854,125.2979,25.3,93,78,3.47,PH,1704399543
320,haiku-pauwela,20.9219,-156.3051,25.65,63,40,1.54,US,1704399427
321,richards bay,-28.783,32.0377,19.91,82,0,1.62,ZA,1704399543
322,miles city,46.4083,-105.8406,-0.46,69,0,2.57,US,1704399543
323,ouadda,8.0777,22.4007,20.95,20,64,1.87,CF,1704399543
324,cortez,37.3489,-108.5859,2.61,78,100,4.12,US,1704399544
325,matehuala,23.65,-100.65,22.41,18,55,7.41,MX,1704399544
326,dawei,14.0833,98.2,21.64,71,43,1.82,MM,1704399544
327,zaozersk,69.4005,32.4476,-22.0,86,2,6.05,RU,1704399439
328,bouna,9.2667,-3.0,27.85,16,5,1.57,CI,1704399545
329,conde-sur-noireau,48.8488,-0.5521,9.9,83,93,9.9,FR,1704399545
330,shenjiamen,29.9576,122.298,11.0,79,51,6.35,CN,1704399403
331,kenai,60.5544,-151.2583,-4.36,97,75,2.57,US,1704399123
332,nikolayevsk-on-amure,53.1406,140.73,-24.11,100,46,0.54,RU,1704399217
333,zhangye,38.9342,100.4517,-4.83,46,18,0.61,CN,1704399546
334,kerikeri,-35.2268,173.9474,19.29,73,100,0.26,NZ,1704399546
335,arvayheer,46.2639,102.775,-16.6,75,78,3.47,MN,1704399546
336,nouadhibou,20.931,-17.0347,21.99,56,0,5.14,MR,1704399278
337,cidreira,-30.1811,-50.2056,22.76,82,11,6.1,BR,1704399547
338,kaspiyskiy,45.3929,47.3707,5.09,84,89,5.0,RU,1704399547
339,nyurba,63.2842,118.3319,-29.9,96,100,3.38,RU,1704399268
340,shiqian,27.5225,108.2281,9.57,85,100,0.37,CN,1704399547
341,college,64.8569,-147.8028,-13.03,69,75,5.14,US,1704399282
342,abbadia san salvatore,42.8821,11.6695,6.81,77,65,1.23,IT,1704399548
343,yonggang-up,38.8561,125.4244,0.77,91,70,2.04,KP,1704399548
344,champerico,14.3,-91.9167,34.3,59,70,4.27,GT,1704399548
345,wotje,9.4543,170.2367,27.29,75,100,9.36,MH,1704399548
346,tosontsengel,48.7567,98.2839,-29.1,99,100,0.84,MN,1704399549
347,knoxville,35.9606,-83.9207,7.04,55,40,5.14,US,1704399305
348,petropavlovsk-kamchatsky,53.0452,158.6483,-14.19,83,0,6.0,RU,1704399279
349,gunnison,38.7,-107.0673,-1.72,82,100,0.31,US,1704399549
350,colby,39.3958,-101.0524,0.61,93,100,7.15,US,1704399549
351,aswan,24.0934,32.907,17.7,39,0,5.78,EG,1704399309
352,saint-tropez,43.2693,6.6398,13.9,59,100,3.78,FR,1704399550
353,dwarka,22.2394,68.9678,21.29,37,0,4.08,IN,1704399269
354,fort morgan,40.2503,-103.8,-1.32,100,100,2.06,US,1704399456
355,diego de almagro,-26.3667,-70.05,28.32,23,0,7.28,CL,1704399467
356,huilong,31.8111,121.655,6.67,83,100,2.38,CN,1704399551
357,vanimo,-2.6741,141.3028,25.65,88,94,0.82,PG,1704399551
358,hun,29.1268,15.9477,14.92,39,63,1.91,LY,1704399551
359,campoverde,-8.4753,-74.8058,24.83,50,100,0.54,PE,1704399552
360,uzgen,40.7699,73.3007,1.16,63,100,1.82,KG,1704399552
361,arawa,-6.2132,155.5367,25.21,83,100,1.27,PG,1704399282
362,mili,6.0815,171.735,27.57,81,100,10.55,MH,1704399246
363,kargil,34.5667,76.1,-6.15,37,100,0.7,IN,1704399552
364,ancud,-41.8697,-73.8203,17.54,79,35,4.43,CL,1704399390
365,mudgee,-32.5943,149.5871,19.32,80,96,4.49,AU,1704399470
366,tsiombe,-25.3,45.4833,22.79,85,0,4.22,MG,1704399266
367,saminaka,10.414,8.6828,21.48,18,32,2.43,NG,1704399553
368,yuzhno-kurilsk,44.0306,145.8556,-1.46,63,13,4.05,RU,1704399216
369,petrozavodsk,61.7849,34.3469,-34.18,74,49,0.0,RU,1704399554
370,howrah,22.5892,88.3103,16.0,88,2,0.0,IN,1704399222
371,sabzevar,36.2126,57.6819,7.51,45,96,1.11,IR,1704399554
372,leava,-14.3,-178.1667,28.54,77,25,5.76,WF,1704399555
373,impfondo,1.6381,18.0667,25.31,41,83,0.79,CG,1704399207
374,newman,37.3138,-121.0208,13.35,69,4,2.24,US,1704399555
375,broome,42.2506,-75.833,-0.77,74,75,6.17,US,1704399286
376,itaituba,-4.2761,-55.9836,32.09,66,40,0.0,BR,1704399555
377,sao paulo de olivenca,-3.3783,-68.8725,30.44,70,59,1.01,BR,1704399556
378,zhezqazghan,47.7833,67.7667,-5.24,90,99,1.91,KZ,1704399556
379,karbala,32.616,44.0249,15.93,54,0,2.68,IQ,1704399556
380,dolores,-36.3132,-57.6792,25.7,48,92,6.11,AR,1704399314
381,pipar,26.3856,73.5378,10.29,22,0,3.62,IN,1704399557
382,diplo,24.4667,69.584,16.71,16,0,3.44,PK,1704399558
383,madang,-5.2246,145.7966,25.63,89,99,1.13,PG,1704399232
384,campo formoso,-10.5075,-40.3214,30.69,45,99,3.31,BR,1704399558
385,tocopilla,-22.092,-70.1979,22.07,68,21,3.4,CL,1704399438
386,beclean,47.1833,24.1833,6.92,84,93,5.86,RO,1704399559
387,gamba,-2.65,10.0,25.79,82,100,2.33,GA,1704399216
388,ha'il,27.5219,41.6907,11.01,87,0,1.03,SA,1704399559
389,lagos,6.5833,3.75,28.18,76,78,2.75,NG,1704399455
390,daru,-9.0763,143.2092,25.98,87,100,0.61,PG,1704399335
391,galliano,29.4422,-90.2992,15.56,55,0,4.12,US,1704399560
392,corner brook,48.9667,-57.9484,-0.91,89,100,0.49,CA,1704399560
393,aginskoye,51.1,114.53,-17.02,95,66,3.54,RU,1704399560
394,chifeng,42.2683,118.9636,-13.31,85,9,1.98,CN,1704399290
395,brisas de zicatela,15.8369,-97.0419,29.29,65,40,4.12,MX,1704399312
396,angaur state,6.906,134.13,28.71,78,100,7.15,PW,1704399561
397,sao joao da barra,-21.6403,-41.0511,25.05,97,100,2.47,BR,1704399414
398,jaisalmer,26.9147,70.9181,14.02,24,0,3.39,IN,1704399561
399,pecos,31.4229,-103.4932,11.05,50,100,5.14,US,1704399395
400,kudahuvadhoo,2.6708,72.8944,27.91,73,94,0.89,MV,1704399271
401,gobabis,-22.45,18.9667,23.91,45,80,4.83,NA,1704399562
402,al muwayh,22.4333,41.7583,19.61,41,34,5.08,SA,1704399562
403,skowhegan,44.7651,-69.7192,2.31,63,60,5.63,US,1704399562
404,mar del plata,-38.0023,-57.5575,23.62,88,56,12.07,AR,1704399141
405,nar'yan-mar,67.6713,53.087,-13.27,98,100,2.68,RU,1704399284
406,ulladulla,-35.35,150.4667,17.85,86,90,2.67,AU,1704399414
407,qingdao,36.0986,120.3719,-1.22,93,9,5.0,CN,1704399563
408,smara,26.7384,-11.6719,21.16,19,0,1.48,EH,1704399564
409,tangalle,6.024,80.7911,24.51,91,99,1.5,LK,1704399564
410,torghay,49.6339,63.4981,-0.58,91,100,4.63,KZ,1704399564
411,chernyakhovsk,54.6335,21.8156,-7.64,95,99,3.78,RU,1704399564
412,arkhara,49.4212,130.0842,-11.8,90,100,1.79,RU,1704399565
413,prince rupert,54.3161,-130.3201,6.83,79,75,5.14,CA,1704399565
414,howard springs,-12.497,131.047,26.95,90,100,1.27,AU,1704399565
415,shache,38.4167,77.2406,-3.95,49,84,0.44,CN,1704399386
416,tete,-16.1564,33.5867,29.05,61,20,4.63,MZ,1704399565
417,torbat-e heydariyeh,35.274,59.2195,5.19,55,0,1.4,IR,1704399566
418,nema,57.5067,50.5011,-19.02,98,87,2.81,RU,1704399566
419,leer,53.2316,7.461,3.3,89,100,0.45,DE,1704399566
420,igarka,67.4667,86.5833,-25.07,95,100,9.22,RU,1704399280
421,ceres,37.5949,-120.9577,13.92,72,0,4.63,US,1704399306
422,bodaybo,57.8506,114.1933,-23.5,99,100,0.93,RU,1704399405
423,rongelap,11.1635,166.8941,27.15,73,100,8.31,MH,1704399389
424,trzebiatow,54.0615,15.2648,0.48,74,100,6.33,PL,1704399567
425,inarajan village,13.2736,144.7484,26.54,95,93,4.72,GU,1704399567
426,kapa'a,22.0752,-159.319,24.99,83,0,5.14,US,1704399298
427,nuuk,64.1835,-51.7216,-6.66,86,100,12.86,GL,1704399227
428,oliver,49.1831,-119.5524,4.95,81,100,3.6,CA,1704399568
429,swift current,50.2834,-107.8014,-6.55,100,100,5.66,CA,1704399568
430,westport,41.1415,-73.3579,7.02,65,100,5.36,US,1704399234
431,chibougamau,49.9168,-74.3659,-16.21,85,100,5.66,CA,1704399455
432,umea,63.8284,20.2597,-34.04,68,0,1.03,SE,1704399420
433,isola di capo rizzuto,38.96,17.0933,14.55,79,99,1.31,IT,1704399569
434,castelo do piaui,-5.3222,-41.5525,34.88,33,44,1.44,BR,1704399569
435,urzhar,47.093,81.6294,-6.44,75,33,1.95,KZ,1704399569
436,kotlas,61.2611,46.6556,-24.97,99,15,1.79,RU,1704399570
437,viedma,-40.8135,-62.9967,30.76,31,100,6.93,AR,1704399570
438,bavly,54.393,53.2602,-24.4,98,58,2.34,RU,1704399570
439,al jawf,29.5,38.75,12.96,44,0,3.34,SA,1704399570
440,shiguai,40.7058,110.2856,-14.18,79,9,1.72,CN,1704399571
441,arpacay,40.8487,43.3291,1.58,95,99,1.29,TR,1704399571
442,sao vicente,-23.9631,-46.3919,27.1,68,75,2.68,BR,1704399293
443,strathalbyn,-35.2667,138.9,23.28,44,99,1.71,AU,1704399572
444,mezhdurechenskiy,59.6,65.9333,-14.13,96,100,2.16,RU,1704399572
445,novosergiyevka,52.0934,53.6528,-20.36,97,100,0.66,RU,1704399572
446,alzamay,55.5562,98.6644,-32.12,100,15,0.94,RU,1704399573
447,hauterive,46.0901,3.4459,10.42,76,100,2.52,FR,1704399573
448,bontang,0.1333,117.5,25.43,88,100,1.62,ID,1704399573
449,kannauj,27.0546,79.922,11.05,66,0,2.52,IN,1704399574
450,turpan,42.9333,89.1667,-2.37,55,15,0.79,CN,1704399574
451,chhapar,27.8167,74.4,8.72,33,0,2.3,IN,1704399574
452,ceeldheer,3.8488,47.1806,24.98,72,65,7.32,SO,1704399574
453,bengkulu,-3.8004,102.2655,23.93,93,100,2.27,ID,1704399574
454,rabo de peixe,37.8,-25.5833,17.77,99,40,3.6,PT,1704399575
455,reggane,26.7158,0.1714,17.71,21,19,3.19,DZ,1704399575
456,mossel bay,-34.1831,22.146,19.63,89,93,8.6,ZA,1704399319
457,zomba,-15.386,35.3188,20.92,84,86,0.24,MW,1704399576
458,georgiyevka,43.0369,74.7114,5.02,60,40,4.0,KZ,1704399576
459,ak-dovurak,51.1833,90.6,-20.5,86,47,0.89,RU,1704399576
460,chipata,-13.6333,32.65,18.52,94,85,1.14,ZM,1704399576
461,tha yang,12.9577,99.9055,23.54,67,59,2.19,TH,1704399577
462,greymouth,-42.4667,171.2,14.41,91,100,1.17,NZ,1704399577
463,onverwacht,5.5833,-55.1833,30.92,66,40,3.09,SR,1704399578
464,maracalagonis,39.2872,9.2275,13.42,76,0,2.57,IT,1704399579
465,andergrove,-21.0833,149.1833,25.36,83,10,1.13,AU,1704399580
466,toliara,-23.35,43.6667,26.19,78,0,3.92,MG,1704399582
467,fort st. john,56.2499,-120.8529,-13.06,85,100,3.09,CA,1704399349
468,hadibu,12.65,54.0333,25.31,58,100,6.61,YE,1704399265
469,princeville,45.7668,-61.2985,-0.75,89,100,1.54,CA,1704399583
470,hovd,48.0056,91.6419,-15.71,78,16,0.54,MN,1704399221
471,guadalupe y calvo,26.1,-106.9667,9.71,38,0,6.67,MX,1704399583
472,novotroitsk,51.203,58.3266,-6.61,93,78,4.1,RU,1704399584
473,swakopmund,-22.6833,14.5333,18.72,91,29,3.08,NA,1704399585
474,dhuri,30.3667,75.8667,7.3,40,4,1.82,IN,1704399585
475,la'ie,21.6477,-157.9253,26.98,74,100,3.13,US,1704399394
476,ta'izz,13.5,44.0,17.74,64,2,2.0,YE,1704399585
477,tromso,69.6496,18.957,-5.99,63,40,9.26,NO,1704399585
478,kavieng,-2.5744,150.7967,27.58,79,96,0.41,PG,1704399586
479,pyshma,56.9523,63.2513,-12.86,96,95,3.16,RU,1704399586
480,prainha,-1.8,-53.48,30.97,59,89,2.86,BR,1704399586
481,laredo,27.5064,-99.5075,18.16,52,100,7.72,US,1704399405
482,pyt-yakh,60.7499,72.8582,-16.48,93,100,4.85,RU,1704399586
483,hillsboro,45.5229,-122.9898,9.84,90,100,0.45,US,1704399440
484,bridgewater,44.3835,-64.5155,1.79,92,100,0.51,CA,1704399587
485,nemuro,43.3236,145.575,-2.75,75,12,2.34,JP,1704399268
486,kincardine,56.0667,-3.7167,7.33,95,92,1.14,GB,1704399587
487,orda,57.1951,56.9091,-14.73,96,100,3.15,RU,1704399587
488,djambala,-2.5447,14.7533,21.3,84,100,0.39,CG,1704399588
489,chimoio,-19.1164,33.4833,20.84,82,63,2.04,MZ,1704399588
490,sao benedito do rio preto,-3.3336,-43.5283,32.03,53,90,2.59,BR,1704399588
491,selfoss,63.9331,-20.9971,-5.52,81,97,3.7,IS,1704399588
492,veselynove,47.3567,31.2349,7.59,78,100,3.3,UA,1704399588
493,poplar bluff,36.757,-90.3929,5.5,56,20,4.12,US,1704399589
494,las veredas,23.1388,-109.7075,25.54,48,20,2.24,MX,1704399589
495,sarina,-21.4333,149.2167,25.15,1,11,0.97,AU,1704399589
496,argo,37.6333,22.7333,16.55,82,79,2.34,GR,1704399294
497,alofi,-19.0595,-169.9187,28.94,70,75,6.69,NU,1704399589
498,santa ines,-3.6667,-45.38,30.84,59,100,2.04,BR,1704399570
499,harstad,68.799,16.5293,-12.09,87,97,4.7,NO,1704399590
500,siwa oasis,29.2041,25.5195,14.15,43,0,3.0,EG,1704399590
501,san martino buon albergo,45.4217,11.0969,6.08,93,100,1.03,IT,1704399590
502,hami,42.8,93.45,-7.4,68,5,2.76,CN,1704399333
503,aykhal,66.0,111.5,-37.16,100,47,1.38,RU,1704399215
504,hobyo,5.3505,48.5268,25.6,70,98,7.75,SO,1704399591
505,sao felix do xingu,-6.6447,-51.995,25.41,96,100,0.84,BR,1704398977
506,goroka,-6.0834,145.3873,17.53,98,100,0.41,PG,1704399591
507,san jose de mayo,-34.3375,-56.7136,30.82,27,95,4.39,UY,1704399591
508,turkmenbasy,40.0222,52.9552,9.43,76,0,8.23,TM,1704399591
509,bowen,-20.0167,148.2333,25.0,83,13,2.52,AU,1704399592
510,cangucu,-31.395,-52.6756,22.56,77,94,5.14,BR,1704399592
511,shannon,52.7039,-8.8642,5.63,100,40,2.57,IE,1704399592
512,beawar,26.1,74.3167,8.74,57,0,1.45,IN,1704399592
513,kandi,11.1342,2.9386,27.14,17,48,2.0,BJ,1704399592
514,grand baie,-20.0182,57.5802,28.58,92,100,0.89,MU,1704399593
515,todos santos,23.45,-110.2167,25.17,56,9,5.47,MX,1704399593
516,port angeles,48.1181,-123.4307,10.76,75,100,5.66,US,1704399362
517,longboat key,27.4125,-82.659,18.33,45,40,2.57,US,1704399473
518,mountain home,43.133,-115.6912,5.79,74,0,7.6,US,1704399520
519,kikwit,-5.041,18.8162,22.99,93,100,0.44,CD,1704399594
520,taroa,8.7058,171.2275,26.91,77,100,10.19,MH,1704399215
521,beaufort west,-32.3567,22.583,24.08,54,6,8.26,ZA,1704399595
522,hetauda,27.4284,85.0322,12.64,49,0,2.18,NP,1704399595
523,toba,34.4833,136.85,4.0,64,0,4.11,JP,1704399402
524,berezniki,59.4152,56.8124,-17.32,99,100,1.01,RU,1704399595
525,verkhnevilyuysk,63.4453,120.3167,-27.73,95,100,3.13,RU,1704399596
526,bandar-e anzali,37.4727,49.4622,14.01,62,100,1.32,IR,1704399596
527,plastun,44.7561,136.2939,-6.44,70,100,1.7,RU,1704399596
528,vila velha,-20.3297,-40.2925,26.08,96,100,5.14,BR,1704399251
529,new norfolk,-42.7826,147.0587,13.72,88,60,0.44,AU,1704399269
530,yeed,4.55,43.0333,26.95,30,100,3.93,SO,1704399596
531,hungnam,39.8317,127.6186,0.6,79,11,4.66,KP,1704399597
532,ciutadella,40.0011,3.8414,15.45,86,100,5.05,ES,1704399597
533,feijo,-8.1642,-70.3536,26.77,85,100,0.25,BR,1704399597
534,mermoz boabab,14.7065,-17.4758,24.31,83,0,2.06,SN,1704399597
535,budaun,28.05,79.1167,9.52,49,0,1.68,IN,1704399597
536,magadan,59.5667,150.8,-26.1,83,1,2.63,RU,1704399598
537,zawiercie,50.4877,19.4168,3.44,90,100,3.58,PL,1704399598
538,bhimunipatnam,17.8833,83.4333,19.73,76,45,3.09,IN,1704399598
539,santa helena,-2.2311,-45.3,30.7,56,97,2.71,BR,1704399418
540,sittwe,20.15,92.9,18.09,82,47,2.92,MM,1704399599
541,camamu,-13.9447,-39.1039,29.02,73,89,3.67,BR,1704399599
542,safi,32.1667,-8.8333,14.51,66,6,3.14,MA,1704399599
543,shimo-furano,43.35,142.3833,-5.14,90,96,1.93,JP,1704399599
544,madalena,41.2162,-8.3345,10.42,96,19,2.03,PT,1704399600
545,coquimbo,-29.9533,-71.3436,20.85,64,20,6.17,CL,1704399240
546,laguna,38.421,-121.4238,14.6,77,0,3.09,US,1704399600
547,prachuap khiri khan,12.2167,99.75,20.57,72,98,1.33,TH,1704399287
548,hammerfest,70.6634,23.6821,-0.75,69,40,10.29,NO,1704399414
549,manokwari,-0.8667,134.0833,26.1,81,100,1.33,ID,1704399601
550,tarakan,3.3,117.6333,26.78,79,100,1.87,ID,1704399601
551,mersa matruh,31.3525,27.2453,16.39,52,0,4.84,EG,1704399602
552,lorengau,-2.0226,147.2712,27.56,78,10,0.57,PG,1704399602
553,flin flon,54.7682,-101.865,-8.09,86,100,3.09,CA,1704399325
554,naxos,37.1056,25.3764,18.13,78,19,5.36,GR,1704399324
555,muroto-misakicho,33.2833,134.15,10.61,61,0,3.28,JP,1704399604
556,hosakote,14.2769,77.1699,21.89,76,99,3.52,IN,1704399605
557,neiafu,-18.65,-173.9833,26.74,81,46,8.09,TO,1704399605
558,mo i rana,66.3128,14.1428,-25.74,84,75,2.06,NO,1704399606
559,waingapu,-9.6567,120.2641,27.19,75,63,1.47,ID,1704399606
560,punalur,9.0,76.9333,24.29,93,100,0.9,IN,1704399606
561,kibakwe,-6.7167,36.3667,19.06,91,100,1.19,TZ,1704399606
562,sao gabriel da cachoeira,-0.1303,-67.0892,31.06,63,95,0.32,BR,1704399457
563,mil'kovo,55.6078,37.7956,-20.92,88,53,2.23,RU,1704399321
564,castillos,-34.1667,-53.8333,24.5,51,0,7.53,UY,1704399228
565,zeya,53.75,127.2667,-26.4,98,100,1.92,RU,1704399608
566,chernyshevskiy,63.0128,112.4714,-28.54,96,100,3.12,RU,1704399608
567,el haouaria,37.05,11.0144,16.01,74,0,3.5,TN,1704399608
568,riverton,40.5219,-111.9391,2.31,87,100,5.14,US,1704399296
569,kotturu,14.8167,76.2167,20.83,81,39,2.85,IN,1704399609
570,thunder bay,48.4001,-89.3168,-11.01,67,75,2.06,CA,1704399609
571,kailua-kona,19.6406,-155.9956,25.98,67,0,3.6,US,1704399213
572,nahiyat al fuhud,30.9697,46.7228,16.07,52,0,3.66,IQ,1704399609
573,khed,17.7167,73.3833,19.15,73,100,0.95,IN,1704399610
574,ilorin,8.5,4.55,30.48,15,28,2.22,NG,1704399610
575,fort bragg,35.139,-79.006,11.75,41,0,5.66,US,1704399227
576,zwedru,6.0667,-8.1281,24.8,82,90,1.67,LR,1704399610
577,fruitland,38.3221,-75.6202,7.03,60,100,6.17,US,1704399611
578,san fernando de apure,7.8878,-67.4724,35.8,25,99,4.62,VE,1704399611
579,le port,-20.9373,55.2919,26.39,86,76,1.2,RE,1704399611
580,mirny,62.5353,113.9611,-29.51,95,100,3.9,RU,1704399611
581,pyhajarvi,67.0701,27.2176,-21.7,93,12,3.51,FI,1704399612
582,whitecourt,54.1502,-115.6855,-8.42,100,100,4.12,CA,1704399331
583,souillac,-20.5167,57.5167,28.21,83,40,0.0,MU,1704399254
584,ust'-katav,54.9369,58.1656,-16.11,99,91,2.13,RU,1704399612
585,sajir,25.1825,44.5996,15.39,53,0,3.59,SA,1704399613
586,al hawatah,13.4167,34.6333,25.74,24,0,4.1,SD,1704399613
587,touros,-5.1989,-35.4608,28.6,70,2,5.31,BR,1704399326
588,santa marta de ortigueira,43.6833,-7.85,9.03,77,75,5.64,ES,1704399613
589,bereeda,11.8704,51.0579,24.42,63,16,3.6,SO,1704399613
